Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
26-05-2005,UTIBANK,EQ,225.05,225.05,225.8,218,218.6,220.65,222.06,103350,2.29501E+12,,72714,0.7036
27-05-2005,UTIBANK,EQ,220.65,222,226.5,219.65,225.4,224.75,223.62,220765,4.93682E+12,,144083,0.6527
30-05-2005,UTIBANK,EQ,224.75,225.9,228,220.5,220.6,221.65,224.88,136388,3.0671E+12,,57164,0.4191
31-05-2005,UTIBANK,EQ,221.65,224.5,241.5,221.65,238.75,239.75,235.21,1082162,2.54537E+13,,621341,0.5742
01-06-2005,UTIBANK,EQ,239.75,240,240,235.1,238,238.7,237.27,281357,6.67586E+12,,145454,0.517
02-06-2005,UTIBANK,EQ,238.7,237,237,228,228.55,228.1,229.52,381002,8.74462E+12,,299852,0.787
03-06-2005,UTIBANK,EQ,228.1,232,235.25,226.1,231.25,232.45,232.6,271538,6.31592E+12,,151898,0.5594
04-06-2005,UTIBANK,EQ,232.45,239,242,231.1,231.1,232.15,233.05,27799,6.47864E+11,,11568,0.4161
06-06-2005,UTIBANK,EQ,232.15,233,234,227.05,227.75,227.7,229.96,210885,4.84957E+12,,143621,0.681
07-06-2005,UTIBANK,EQ,227.7,229.9,234,229.2,232,232.05,231.47,224827,5.2041E+12,,124415,0.5534
08-06-2005,UTIBANK,EQ,232.05,234,242,232.45,234.1,235.7,237.88,423751,1.00804E+13,,212573,0.5016
09-06-2005,UTIBANK,EQ,235.7,236.95,237.4,229,232,232.1,232.62,199996,4.65222E+12,,112817,0.5641
10-06-2005,UTIBANK,EQ,232.1,232.8,235,229.6,230.15,231.45,231.71,345294,8.0007E+12,,238129,0.6896
13-06-2005,UTIBANK,EQ,231.45,228.1,232.8,228.1,229.5,230,230.14,133977,3.08339E+12,,91472,0.6827
14-06-2005,UTIBANK,EQ,230,231.35,236.8,229.1,230,229.95,232.67,265588,6.17941E+12,,138417,0.5212
15-06-2005,UTIBANK,EQ,229.95,231.9,233,228.9,232.25,232.05,231.28,336700,7.78725E+12,,239425,0.7111
16-06-2005,UTIBANK,EQ,232.05,234.9,236,228.8,228.8,230.35,232.25,378929,8.8006E+12,,266900,0.7044
17-06-2005,UTIBANK,EQ,230.35,231.75,236.35,230.95,236.35,235.25,234.31,473032,1.10835E+13,,301620,0.6376
20-06-2005,UTIBANK,EQ,235.25,237.4,237.8,234,234.95,235.25,235.98,270300,6.37845E+12,,164780,0.6096
21-06-2005,UTIBANK,EQ,235.25,235,235.9,232.25,233.9,234.15,234.5,197370,4.62842E+12,,131814,0.6679
22-06-2005,UTIBANK,EQ,234.15,235.5,242,234.2,241,241.15,238.76,853304,2.03733E+13,,693099,0.8123
23-06-2005,UTIBANK,EQ,241.15,243,247.9,239,240.5,240.25,243.17,429432,1.04427E+13,,161470,0.376
24-06-2005,UTIBANK,EQ,240.25,242.5,244,239.6,240.3,240.5,241.38,292870,7.06929E+12,,162926,0.5563
27-06-2005,UTIBANK,EQ,240.5,241,244.9,238.65,243,243.4,242.99,234387,5.69539E+12,,158110,0.6746
28-06-2005,UTIBANK,EQ,243.4,243.4,244.45,235.5,237,237.45,241.05,218647,5.27048E+12,,128864,0.5894
29-06-2005,UTIBANK,EQ,237.45,237,244.5,234,242.05,243.3,240.02,528972,1.26963E+13,,436005,0.8242
30-06-2005,UTIBANK,EQ,243.3,244,250,238,243.15,246.75,245.96,865416,2.12858E+13,,615124,0.7108
01-07-2005,UTIBANK,EQ,246.75,244.9,251.85,240,250,248.95,248.96,247491,6.16162E+12,,114179,0.4613
04-07-2005,UTIBANK,EQ,248.95,245.25,251,230,243.6,243.85,244.7,112449,2.75165E+12,,67724,0.6023
05-07-2005,UTIBANK,EQ,243.85,243.85,254.95,242.15,244.95,244.4,248.26,440086,1.09257E+13,,177948,0.4043
06-07-2005,UTIBANK,EQ,244.4,246.9,256.5,244.6,256,253.85,250.47,319333,7.99834E+12,,184846,0.5789
07-07-2005,UTIBANK,EQ,253.85,260,260,246.15,249.7,249.8,251.42,182007,4.57606E+12,,93577,0.5141
08-07-2005,UTIBANK,EQ,249.8,251.5,265.25,251.5,263.4,263.1,258.98,411960,1.06687E+13,,212704,0.5163
11-07-2005,UTIBANK,EQ,263.1,265.05,271,265.05,268.5,267.85,268.43,387446,1.04004E+13,,254132,0.6559
12-07-2005,UTIBANK,EQ,267.85,250.05,270.8,250.05,268.35,267.95,266.34,247330,6.58746E+12,,140997,0.5701
13-07-2005,UTIBANK,EQ,267.95,270,273.45,265.35,267.65,266.6,269.59,155993,4.20535E+12,,70362,0.4511
14-07-2005,UTIBANK,EQ,266.6,268,271.9,259.65,260.25,261.2,265.6,337079,8.95272E+12,,145022,0.4302
15-07-2005,UTIBANK,EQ,261.2,261,261.1,249.05,251.9,251.75,252.44,464417,1.17239E+13,,313673,0.6754
18-07-2005,UTIBANK,EQ,251.75,253,260.8,252.05,254,253,255.44,246449,6.29519E+12,,156092,0.6334
19-07-2005,UTIBANK,EQ,253,261.5,261.5,252,252.65,252.85,254.05,187090,4.75305E+12,,120493,0.644
20-07-2005,UTIBANK,EQ,252.85,253,256.5,246.1,247,247.6,251.54,451808,1.13647E+13,,306496,0.6784
21-07-2005,UTIBANK,EQ,247.6,249.95,250.9,248,250.5,249.75,249.67,302258,7.54648E+12,,232162,0.7681
22-07-2005,UTIBANK,EQ,249.75,248,251.25,247,249.4,249.75,249.52,307835,7.68117E+12,,243628,0.7914
25-07-2005,UTIBANK,EQ,249.75,250,256.5,248,256,254.55,252.1,354531,8.93787E+12,,225690,0.6366
26-07-2005,UTIBANK,EQ,254.55,257,270,256,268,267.8,264.02,1186813,3.13347E+13,,754120,0.6354
27-07-2005,UTIBANK,EQ,267.8,270.7,270.7,260,261,262.65,264,119974,3.16731E+12,,46516,0.3877
29-07-2005,UTIBANK,EQ,262.65,242.65,272,242.65,266,262.9,265.16,474760,1.25887E+13,,315000,0.6635
01-08-2005,UTIBANK,EQ,262.9,264.9,270,263.35,268.2,267.95,267.08,224575,5.99791E+12,,178214,0.7936
02-08-2005,UTIBANK,EQ,267.95,270,280,269.75,276.2,276.6,276.9,1836682,5.08585E+13,,1522911,0.8292
03-08-2005,UTIBANK,EQ,276.6,280,285,275.55,277.5,278.9,279.14,1853091,5.17265E+13,,1542544,0.8324
04-08-2005,UTIBANK,EQ,278.9,285,285,262.25,275,278.45,279.91,587217,1.64367E+13,,396994,0.6761
05-08-2005,UTIBANK,EQ,278.45,278,278,264.85,268,266.1,270.3,874597,2.36407E+13,,725345,0.8293
08-08-2005,UTIBANK,EQ,266.1,268.1,270.4,256.1,259.55,259.85,261.27,801136,2.09313E+13,,614190,0.7666
09-08-2005,UTIBANK,EQ,259.85,261.1,264.95,255.25,260,261.5,261.87,591495,1.54893E+13,,448505,0.7583
10-08-2005,UTIBANK,EQ,261.5,261.4,263,259,259.5,259.75,260.39,265432,6.91168E+12,,184207,0.694
11-08-2005,UTIBANK,EQ,259.75,261,264.2,258,260,259.75,260.65,513881,1.33945E+13,,341511,0.6646
12-08-2005,UTIBANK,EQ,259.75,260,263.85,259,260.1,261.55,262.19,690880,1.81144E+13,,592106,0.857
16-08-2005,UTIBANK,EQ,261.55,261.7,263.9,260,260.9,260.45,261.73,360174,9.4269E+12,,300682,0.8348
17-08-2005,UTIBANK,EQ,260.45,263.7,264.25,260.4,262.55,262.65,262.58,134509,3.532E+12,,91983,0.6838
18-08-2005,UTIBANK,EQ,262.65,261,265,260.05,263,262.75,262.42,62514,1.6405E+12,,37501,0.5999
19-08-2005,UTIBANK,EQ,262.75,263.9,263.9,260.25,262.35,261.55,261.46,111351,2.91133E+12,,90828,0.8157
22-08-2005,UTIBANK,EQ,261.55,269,269,255,258,256.95,259.21,123630,3.20464E+12,,93382,0.7553
23-08-2005,UTIBANK,EQ,256.95,259,262,245.1,250.95,249.85,252.91,345696,8.74313E+12,,283146,0.8191
24-08-2005,UTIBANK,EQ,249.85,253,254.75,245.05,247.5,247.7,248.39,194468,4.8303E+12,,160504,0.8253
25-08-2005,UTIBANK,EQ,247.7,248,250.9,240,241,245.4,247.73,491634,1.21791E+13,,390989,0.7953
26-08-2005,UTIBANK,EQ,245.4,243,250,243,248,248.7,248.07,144103,3.57475E+12,,85592,0.594
29-08-2005,UTIBANK,EQ,248.7,248.95,250.5,243.55,249.45,249.6,248.99,679303,1.69139E+13,,585741,0.8623
30-08-2005,UTIBANK,EQ,249.6,251,251,249,250.5,249.6,249.61,246461,6.15201E+12,,199322,0.8087
31-08-2005,UTIBANK,EQ,249.6,252,252,248.25,249.5,249.65,249.76,749569,1.87213E+13,,670791,0.8949
01-09-2005,UTIBANK,EQ,249.65,250.1,255,249.95,250.85,250.95,252.79,333078,8.41976E+12,,227519,0.6831
02-09-2005,UTIBANK,EQ,250.95,251.5,260.9,247.15,258.25,257.15,250.67,1909624,4.78687E+13,,1697245,0.8888
05-09-2005,UTIBANK,EQ,257.15,255,263.9,255,259.1,259.2,260.81,362813,9.46245E+12,,234382,0.646
06-09-2005,UTIBANK,EQ,259.2,261.9,261.9,254.5,260,260.05,257.87,120074,3.09639E+12,,81619,0.6797
08-09-2005,UTIBANK,EQ,260.05,260,263.9,260,261.55,262.95,262.26,151064,3.96178E+12,,122374,0.8101
09-09-2005,UTIBANK,EQ,262.95,262,268.9,259,268,267.1,265.12,299001,7.92697E+12,,232587,0.7779
12-09-2005,UTIBANK,EQ,267.1,268.5,272,267,271,271.05,270.14,285615,7.71561E+12,,206482,0.7229
13-09-2005,UTIBANK,EQ,271.05,270.3,274.45,269.1,273,272.55,271.79,237226,6.44747E+12,,169667,0.7152
14-09-2005,UTIBANK,EQ,272.55,272,274,268.1,270.1,270.15,271.06,364162,9.87082E+12,,296983,0.8155
15-09-2005,UTIBANK,EQ,270.15,252.65,272.95,252.65,269.15,271,270.6,59291,1.6044E+12,,26865,0.4531
16-09-2005,UTIBANK,EQ,271,253.25,272,253.25,266.1,266.7,267.86,115400,3.09109E+12,,64602,0.5598
19-09-2005,UTIBANK,EQ,266.7,265,270.65,265,267.65,268.7,268.41,122948,3.30005E+12,,76654,0.6235
20-09-2005,UTIBANK,EQ,268.7,267.65,283,264.1,281.2,280.25,275.23,424259,1.16769E+13,,253741,0.5981
21-09-2005,UTIBANK,EQ,280.25,282,292.45,271,283.35,286.45,283.07,663788,1.87896E+13,,327008,0.4926
22-09-2005,UTIBANK,EQ,286.45,288.5,289,270.35,272.5,273.3,279.25,391818,1.09417E+13,,185650,0.4738
23-09-2005,UTIBANK,EQ,273.3,270.05,279,264.05,266,267.55,268.65,160515,4.31222E+12,,70489,0.4391
26-09-2005,UTIBANK,EQ,267.55,288.8,289.75,267.55,273.35,273.9,275.49,213369,5.87808E+12,,122722,0.5752
27-09-2005,UTIBANK,EQ,273.9,278.8,283.5,273.05,278.2,278.85,277.29,308860,8.56432E+12,,226546,0.7335
28-09-2005,UTIBANK,EQ,278.85,284.9,284.9,272.5,275.7,274.25,274.97,385945,1.06123E+13,,334981,0.868
29-09-2005,UTIBANK,EQ,274.25,276,276.7,259,265,263.6,270.28,454271,1.2278E+13,,387160,0.8523
30-09-2005,UTIBANK,EQ,263.6,275,275,261.5,267,265.8,266.06,189360,5.03806E+12,,96890,0.5117
03-10-2005,UTIBANK,EQ,265.8,265.7,266.95,260.5,261.2,261.55,262.6,331335,8.70086E+12,,288553,0.8709
04-10-2005,UTIBANK,EQ,261.55,265,268,262,265.35,266.4,266.11,185793,4.9441E+12,,125854,0.6774
05-10-2005,UTIBANK,EQ,266.4,264.7,264.7,257,259.95,258.25,259.88,269805,7.01166E+12,,167996,0.6227
06-10-2005,UTIBANK,EQ,258.25,259,261,248.9,254.5,253.2,253.29,555859,1.40793E+13,,306935,0.5522
07-10-2005,UTIBANK,EQ,253.2,258,258,249.25,256.25,256.4,254.4,284941,7.24891E+12,,173025,0.6072
10-10-2005,UTIBANK,EQ,256.4,259,261.9,252.55,260.3,260.5,258.24,211177,5.4534E+12,,123290,0.5838
11-10-2005,UTIBANK,EQ,260.5,262,262.05,254.1,258,258.85,258.67,223737,5.7874E+12,,169065,0.7556
13-10-2005,UTIBANK,EQ,258.85,258.5,260,251.3,254.25,253.35,255.47,417362,1.06624E+13,,273608,0.6556
14-10-2005,UTIBANK,EQ,253.35,258.1,262.8,248.2,259.5,257.6,255.67,783295,2.00263E+13,,343215,0.4382
17-10-2005,UTIBANK,EQ,257.6,261.3,264.8,243.25,250.1,252.8,255.15,209746,5.35159E+12,,105737,0.5041
18-10-2005,UTIBANK,EQ,252.8,252.95,258,250.05,251,252.05,253.75,198952,5.04838E+12,,136000,0.6836
19-10-2005,UTIBANK,EQ,252.05,250,252.7,247.6,252,250.55,250.75,312291,7.8308E+12,,228396,0.7314
20-10-2005,UTIBANK,EQ,250.55,251,254.95,226,240,236.2,235.26,638625,1.50243E+13,,396745,0.6212
21-10-2005,UTIBANK,EQ,236.2,240,242,230.15,234.1,234.85,235.4,463529,1.09117E+13,,357050,0.7703
24-10-2005,UTIBANK,EQ,234.85,237.5,239.75,227.5,227.5,229.2,233.76,298465,6.97691E+12,,220670,0.7393
25-10-2005,UTIBANK,EQ,229.2,230.5,234.4,225.05,228.7,230,231.81,428695,9.93741E+12,,331203,0.7726
26-10-2005,UTIBANK,EQ,230,230.5,231.75,225.05,227,227.85,227.54,383190,8.71916E+12,,301626,0.7871
27-10-2005,UTIBANK,EQ,227.85,225.1,228,219.35,221.9,220.75,223.64,420398,9.40169E+12,,307220,0.7308
28-10-2005,UTIBANK,EQ,220.75,220,230.1,220,228.5,228.3,227.33,295487,6.7174E+12,,190710,0.6454
31-10-2005,UTIBANK,EQ,228.3,224.5,240.9,224.5,237.25,239.25,235.54,209341,4.93077E+12,,152029,0.7262
01-11-2005,UTIBANK,EQ,239.25,240.05,242,235.05,238.85,237.3,237.85,47945,1.14037E+12,,28217,0.5885
02-11-2005,UTIBANK,EQ,237.3,230.1,239.85,230.1,239,238.95,237.52,44084,1.04709E+12,,26515,0.6015
07-11-2005,UTIBANK,EQ,238.95,240,241,232.5,234.25,237.15,238.7,386906,9.23538E+12,,327146,0.8455
08-11-2005,UTIBANK,EQ,237.15,234.5,240,234.5,239,238.55,238.7,148053,3.53409E+12,,78521,0.5304
09-11-2005,UTIBANK,EQ,238.55,238.55,243.5,237,238,239.05,238.81,314266,7.50489E+12,,203091,0.6462
10-11-2005,UTIBANK,EQ,239.05,242,242,237.75,238,238.2,238.46,143492,3.42165E+12,,109625,0.764
11-11-2005,UTIBANK,EQ,238.2,238.2,244.2,238.2,242.9,240.3,240.96,202120,4.87027E+12,,130560,0.646
14-11-2005,UTIBANK,EQ,240.3,243.1,248,241.95,244.75,245.3,243.84,228579,5.57374E+12,,151104,0.6611
16-11-2005,UTIBANK,EQ,245.3,246,254.3,244,254.3,251.25,250.1,528793,1.32251E+13,,250300,0.4733
17-11-2005,UTIBANK,EQ,251.25,258.7,258.7,249.2,253.5,255.3,253.42,847167,2.1469E+13,,507495,0.599
18-11-2005,UTIBANK,EQ,255.3,257,257.5,247.6,248,250.1,253.8,190660,4.83893E+12,,127597,0.6692
21-11-2005,UTIBANK,EQ,250.1,250.8,250.8,242.8,244,244.85,244.82,205985,5.04296E+12,,125465,0.6091
22-11-2005,UTIBANK,EQ,244.85,243.8,245.95,239.25,240,240.05,241.74,151029,3.65094E+12,,99410,0.6582
23-11-2005,UTIBANK,EQ,240.05,240.2,249.7,237.5,248,248.65,242.76,269608,6.54514E+12,,130895,0.4855
24-11-2005,UTIBANK,EQ,248.65,249.3,251.5,244.3,249.85,245.9,247.2,263071,6.5031E+12,,121302,0.4611
25-11-2005,UTIBANK,EQ,245.9,245.9,259.9,245.9,258,257.55,255.57,237469,6.06911E+12,,118615,0.4995
26-11-2005,UTIBANK,EQ,257.55,257,263.3,253.9,255.85,255.85,259.14,117607,3.04761E+12,,48456,0.412
28-11-2005,UTIBANK,EQ,255.85,258,261,255,260,260.15,259.15,239931,6.21777E+12,,156114,0.6507
29-11-2005,UTIBANK,EQ,260.15,260,270,256.35,266,265.9,264.24,471714,1.24648E+13,,243778,0.5168
30-11-2005,UTIBANK,EQ,265.9,268.1,274.75,267.8,270,271.25,272.16,619087,1.68493E+13,,390972,0.6315
01-12-2005,UTIBANK,EQ,271.25,270.5,281.7,269.05,278.65,279.65,275.67,424083,1.16906E+13,,230276,0.543
02-12-2005,UTIBANK,EQ,279.65,280,284,278.3,282.5,282.85,282.24,375195,1.05893E+13,,211351,0.5633
05-12-2005,UTIBANK,EQ,282.85,283,295.8,282.55,294.05,294,290.94,406462,1.18258E+13,,220601,0.5427
06-12-2005,UTIBANK,EQ,294,289.9,300,289,290,290.05,291.68,299118,8.72482E+12,,137919,0.4611
07-12-2005,UTIBANK,EQ,290.05,290,294,285.5,293,291.65,289.03,181420,5.24366E+12,,98504,0.543
08-12-2005,UTIBANK,EQ,291.65,291.5,293,289,292.85,291.65,290.35,93242,2.70733E+12,,59212,0.635
09-12-2005,UTIBANK,EQ,291.65,289,292,275,285,286.05,287.27,75546,2.17018E+12,,44634,0.5908
12-12-2005,UTIBANK,EQ,286.05,287.5,293,282.5,282.5,283.9,286.56,83033,2.37937E+12,,45458,0.5475
13-12-2005,UTIBANK,EQ,283.9,285.5,294,283.5,287,288.4,289.36,220744,6.38741E+12,,114890,0.5205
14-12-2005,UTIBANK,EQ,288.4,290,310.9,290,309,308.35,304.01,856575,2.60405E+13,,384662,0.4491
15-12-2005,UTIBANK,EQ,308.35,306.9,309,282.75,287.5,287.5,295.98,347457,1.02839E+13,,155917,0.4487
16-12-2005,UTIBANK,EQ,287.5,289,295,285,286.5,285.9,289.12,221309,6.39855E+12,,83154,0.3757
19-12-2005,UTIBANK,EQ,285.9,290,299,288.55,297,296.35,295.78,248470,7.3492E+12,,109049,0.4389
20-12-2005,UTIBANK,EQ,296.35,296.35,298.55,289.15,290,290.75,292.43,135468,3.96149E+12,,80126,0.5915
21-12-2005,UTIBANK,EQ,290.75,296.7,297.45,287.75,289.95,292.15,293.03,293037,8.58682E+12,,207340,0.7076
22-12-2005,UTIBANK,EQ,292.15,292.45,304,290.1,300,297.55,298.44,358908,1.07111E+13,,159326,0.4439
23-12-2005,UTIBANK,EQ,297.55,298.05,303,297.1,300.3,300.05,299.04,119141,3.56283E+12,,48242,0.4049
26-12-2005,UTIBANK,EQ,300.05,300.05,300.05,281.5,287.25,287,287.74,173141,4.98202E+12,,95536,0.5518
27-12-2005,UTIBANK,EQ,287,284,307,276,307,301.6,295.22,153785,4.54001E+12,,59299,0.3856
28-12-2005,UTIBANK,EQ,301.6,301.6,307,295.25,297,296.8,298.34,116148,3.46518E+12,,54718,0.4711
29-12-2005,UTIBANK,EQ,296.8,300,300.5,279,281.9,281.75,284.8,661482,1.88388E+13,,516835,0.7813
30-12-2005,UTIBANK,EQ,281.75,284,289.8,283.2,287.75,286.95,287.16,250846,7.20324E+12,,89786,0.3579
02-01-2006,UTIBANK,EQ,286.95,292,293.5,286.5,288,288.3,290.1,143118,4.1519E+12,,61342,0.4286
03-01-2006,UTIBANK,EQ,288.3,290.2,293.8,288.5,290.85,289.6,290.2,83993,2.43748E+12,,38250,0.4554
04-01-2006,UTIBANK,EQ,289.6,293,298.75,291,296.5,296.5,295.53,289617,8.55894E+12,,142435,0.4918
05-01-2006,UTIBANK,EQ,296.5,296.5,305.5,294.05,304.25,303.7,303.06,602651,1.82641E+13,,349667,0.5802
06-01-2006,UTIBANK,EQ,303.7,309,315.5,304.1,313.9,313.85,309.72,407031,1.26065E+13,,182240,0.4477
09-01-2006,UTIBANK,EQ,313.85,315,325.75,310.1,318.1,319.6,320.42,407012,1.30415E+13,,161400,0.3965
10-01-2006,UTIBANK,EQ,319.6,321,322,306,312,312.75,311.91,399660,1.24656E+13,,189223,0.4735
12-01-2006,UTIBANK,EQ,312.75,314,318,292.65,313.1,313.3,313.48,187485,5.87726E+12,,74024,0.3948
13-01-2006,UTIBANK,EQ,313.3,316,322.9,314.5,318,318.2,319.29,461824,1.47455E+13,,119181,0.2581
16-01-2006,UTIBANK,EQ,318.2,319.95,325,315.05,324.7,323.2,320.73,362589,1.16294E+13,,236830,0.6532
17-01-2006,UTIBANK,EQ,323.2,344.4,355,323,324.6,324.1,330,313271,1.03379E+13,,133059,0.4247
18-01-2006,UTIBANK,EQ,324.1,323.1,325,311,319,320.7,320.44,263959,8.45825E+12,,134168,0.5083
19-01-2006,UTIBANK,EQ,320.7,325,330,322.6,328,327.75,327.03,138045,4.51453E+12,,54158,0.3923
20-01-2006,UTIBANK,EQ,327.75,329,349.8,326.1,345,338.75,332.89,240300,7.99945E+12,,138895,0.578
23-01-2006,UTIBANK,EQ,338.75,339.5,374.9,330.1,370,367.25,359.81,641465,2.30803E+13,,269463,0.4201
24-01-2006,UTIBANK,EQ,367.25,345,369.4,334.05,338.5,336.55,348.27,489406,1.70448E+13,,279678,0.5715
25-01-2006,UTIBANK,EQ,336.55,355,355,321,324.5,324.8,337.75,428444,1.44708E+13,,252676,0.5898
27-01-2006,UTIBANK,EQ,324.8,328.9,339.2,326.9,333.5,333.25,332.16,776611,2.5796E+13,,522459,0.6727
30-01-2006,UTIBANK,EQ,333.25,333.25,338.8,324,333.05,333.4,333.24,344673,1.1486E+13,,190800,0.5536
31-01-2006,UTIBANK,EQ,333.4,334.5,339,330.05,336.95,337.05,335.5,243650,8.17439E+12,,116194,0.4769
01-02-2006,UTIBANK,EQ,337.05,337,343,330.05,338.75,336.15,337.74,316808,1.06998E+13,,168555,0.532
02-02-2006,UTIBANK,EQ,336.15,340,345,330.6,340,338.7,338.07,617963,2.08917E+13,,378191,0.612
03-02-2006,UTIBANK,EQ,338.7,341.1,341.1,324.35,326.9,328.85,333.95,279788,9.34366E+12,,185815,0.6641
06-02-2006,UTIBANK,EQ,328.85,330,335.9,326,334.95,334.6,332.87,123583,4.11373E+12,,53154,0.4301
07-02-2006,UTIBANK,EQ,334.6,336,362,335,346.95,348.45,347.12,877374,3.04553E+13,,468156,0.5336
08-02-2006,UTIBANK,EQ,348.45,349,349,333.3,337,335.7,338.95,613274,2.07866E+13,,407748,0.6649
10-02-2006,UTIBANK,EQ,335.7,336.2,344.5,335,343,342.85,340.67,334606,1.1399E+13,,215245,0.6433
13-02-2006,UTIBANK,EQ,342.85,344,350,339.2,345.95,347.05,345.55,388104,1.34108E+13,,206184,0.5313
14-02-2006,UTIBANK,EQ,347.05,349.7,360.7,347.15,358.1,358.7,355.33,459114,1.63137E+13,,210985,0.4595
15-02-2006,UTIBANK,EQ,358.7,363,364,345.25,348,351.75,356.75,329077,1.17398E+13,,149665,0.4548
16-02-2006,UTIBANK,EQ,351.75,353,353,343.1,344.15,344.25,346.6,172230,5.96951E+12,,103289,0.5997
17-02-2006,UTIBANK,EQ,344.25,357,357,340,342,340.85,345.54,210409,7.27057E+12,,140678,0.6686
20-02-2006,UTIBANK,EQ,340.85,342,342,330.35,332,332.75,333.49,168306,5.61279E+12,,108892,0.647
21-02-2006,UTIBANK,EQ,332.75,343.4,344.4,331.05,334.5,334.5,335.42,182347,6.1163E+12,,127909,0.7015
22-02-2006,UTIBANK,EQ,334.5,337,338.75,330,330,330.7,332.7,76387,2.5414E+12,,44916,0.588
23-02-2006,UTIBANK,EQ,330.7,335,336,315.5,317.05,317.9,327.49,681365,2.23139E+13,,527993,0.7749
24-02-2006,UTIBANK,EQ,317.9,323,327.1,315,322.45,321.5,321.12,682674,2.19222E+13,,185170,0.2712
27-02-2006,UTIBANK,EQ,321.5,324,333.8,322,331.8,331.7,330.65,1028026,3.3992E+13,,764703,0.7439
28-02-2006,UTIBANK,EQ,331.7,334.7,334.85,322.1,326.5,327.55,330.08,246559,8.13843E+12,,110960,0.45
01-03-2006,UTIBANK,EQ,327.55,327.5,340,325.05,337.5,338.4,334.92,459649,1.53948E+13,,318748,0.6935
02-03-2006,UTIBANK,EQ,338.4,339,348,337.8,345,345.1,344.42,495449,1.70644E+13,,393709,0.7947
03-03-2006,UTIBANK,EQ,345.1,347,362,345.5,361,360.15,355.65,493645,1.75567E+13,,313131,0.6343
06-03-2006,UTIBANK,EQ,360.15,360.1,363.5,350,358.95,361.45,359.44,169452,6.0908E+12,,88245,0.5208
07-03-2006,UTIBANK,EQ,361.45,361,361,347.25,350,350.2,353.43,232575,8.21994E+12,,156971,0.6749
08-03-2006,UTIBANK,EQ,350.2,351,376.5,351,357.1,359.7,363.22,635644,2.30878E+13,,349541,0.5499
09-03-2006,UTIBANK,EQ,359.7,346.05,365.4,346.05,352,353.85,358.2,367622,1.31681E+13,,197279,0.5366
10-03-2006,UTIBANK,EQ,353.85,359,367.45,356.55,361,364.15,363.44,556827,2.02371E+13,,405608,0.7284
13-03-2006,UTIBANK,EQ,364.15,364.8,369.7,358.05,358.75,359.5,364.47,174650,6.36552E+12,,94826,0.5429
14-03-2006,UTIBANK,EQ,359.5,359,425.5,344.6,383.1,380.55,393.54,5391614,2.12179E+14,,1828833,0.3392
16-03-2006,UTIBANK,EQ,380.55,382,389.4,374.25,376.9,376.55,380.26,1323966,5.0345E+13,,403086,0.3045
17-03-2006,UTIBANK,EQ,376.55,378.95,384.5,371,375,374.7,379.42,491243,1.86386E+13,,171416,0.3489
20-03-2006,UTIBANK,EQ,374.7,378,379.95,368.1,368.4,369.35,373.14,621777,2.32011E+13,,386846,0.6222
21-03-2006,UTIBANK,EQ,369.35,370,374,352.85,357.5,354.9,363.75,521945,1.89856E+13,,279868,0.5362
22-03-2006,UTIBANK,EQ,354.9,359.85,361,351.05,354.95,354.1,356.12,680808,2.42452E+13,,318086,0.4672
23-03-2006,UTIBANK,EQ,354.1,358,359.8,346,350,349.85,353.11,285926,1.00962E+13,,122655,0.429
24-03-2006,UTIBANK,EQ,349.85,352,368,348.1,357.5,357.45,360.54,842154,3.0363E+13,,368022,0.437
27-03-2006,UTIBANK,EQ,357.45,364.5,364.5,350.05,350.05,352.55,356.36,688367,2.45307E+13,,374298,0.5437
28-03-2006,UTIBANK,EQ,352.55,355,359.9,341.5,343,343.4,347.76,583707,2.02992E+13,,359674,0.6162
29-03-2006,UTIBANK,EQ,343.4,345,351.9,344.7,350.8,349.75,349.23,464637,1.62263E+13,,267250,0.5752
30-03-2006,UTIBANK,EQ,349.75,351.9,353,338.25,343,340.85,345.25,528586,1.82494E+13,,329129,0.6227
31-03-2006,UTIBANK,EQ,340.85,343.9,358.5,342,356,356.05,353.2,483276,1.70691E+13,,267624,0.5538
03-04-2006,UTIBANK,EQ,356.05,358,364.9,351.2,361.5,361.05,357.78,193651,6.92853E+12,,75642,0.3906
04-04-2006,UTIBANK,EQ,361.05,365,372,360.05,368,367.65,367.53,519686,1.90999E+13,,241954,0.4656
05-04-2006,UTIBANK,EQ,367.65,370,371,361.3,363,362.65,365.65,326665,1.19446E+13,,202353,0.6195
07-04-2006,UTIBANK,EQ,362.65,363,367.9,346.1,350.5,350.15,358.65,282827,1.01437E+13,,140273,0.496
10-04-2006,UTIBANK,EQ,350.15,355.5,355.5,348,350.9,349.35,350.33,180969,6.33994E+12,,115852,0.6402
12-04-2006,UTIBANK,EQ,349.35,354.5,357.9,336.2,337.95,339.9,347.29,446082,1.5492E+13,,270197,0.6057
13-04-2006,UTIBANK,EQ,339.9,343.8,343.8,315.5,319,319,323.92,784068,2.53972E+13,,485336,0.619
17-04-2006,UTIBANK,EQ,319,325.75,340.95,325,335.3,335.25,332.64,1036706,3.44851E+13,,533790,0.5149
18-04-2006,UTIBANK,EQ,335.25,340,355,338.75,353,352.25,349.16,873622,3.05034E+13,,466850,0.5344
